PSI 3hr,Datetime stamp
49, 11pm 15 Jul 2014
41, 12am 16 Jul 2014
43, 1am 16 Jul 2014
45, 2am 16 Jul 2014
50, 3am 16 Jul 2014
49, 4am 16 Jul 2014
51, 5am 16 Jul 2014
51, 6am 16 Jul 2014
52, 7am 16 Jul 2014
52, 8am 16 Jul 2014
53, 9am 16 Jul 2014
55, 10am 16 Jul 2014
57, 11am 16 Jul 2014
58, 12pm 16 Jul 2014
59, 1pm 16 Jul 2014
60, 2pm 16 Jul 2014
61, 3pm 16 Jul 2014
60, 4pm 16 Jul 2014
59, 5pm 16 Jul 2014
