PSI 3hr,Datetime,DayOfWeek,Period,DayOfMonth,Month
48,  4pm 12 Jun 2014,Wed,afternoon,12,Jun
51,  5pm 12 Jun 2014,Wed,afternoon,12,Jun
54,  6pm 12 Jun 2014,Wed,afternoon,12,Jun
55,  7pm 12 Jun 2014,Wed,evening,12,Jun
55,  8pm 12 Jun 2014,Wed,evening,12,Jun
53,  9pm 12 Jun 2014,Wed,evening,12,Jun
54,  10pm 12 Jun 2014,Wed,evening,12,Jun
55,  11pm 12 Jun 2014,Wed,evening,12,Jun
56,  12am 13 Jun 2014,Thurs,night,13,Jun
57,  1am 13 Jun 2014,Thurs,night,13,Jun
55,  2am 13 Jun 2014,Thurs,night,13,Jun
52,  3am 13 Jun 2014,Thurs,night,13,Jun
42,  4am 13 Jun 2014,Thurs,night,13,Jun
36,  5am 13 Jun 2014,Thurs,night,13,Jun
37,  6am 13 Jun 2014,Thurs,morning,13,Jun
39,  7am 13 Jun 2014,Thurs,morning,13,Jun
42,  8am 13 Jun 2014,Thurs,morning,13,Jun
51,  9am 13 Jun 2014,Thurs,morning,13,Jun
54,  10am 13 Jun 2014,Thurs,morning,13,Jun
58,  11am 13 Jun 2014,Thurs,morning,13,Jun
60,  12pm 13 Jun 2014,Thurs,afternoon,13,Jun
61,  1pm 13 Jun 2014,Thurs,afternoon,13,Jun
61,  2pm 13 Jun 2014,Thurs,afternoon,13,Jun
62,  3pm 13 Jun 2014,Thurs,afternoon,13,Jun
63,  4pm 13 Jun 2014,Thurs,afternoon,13,Jun
63,  5pm 13 Jun 2014,Thurs,afternoon,13,Jun
61,  6pm 13 Jun 2014,Thurs,afternoon,13,Jun
57,  7pm 13 Jun 2014,Thurs,evening,13,Jun
54,  8pm 13 Jun 2014,Thurs,evening,13,Jun
51,  9pm 13 Jun 2014,Thurs,evening,13,Jun
51,  10pm 13 Jun 2014,Thurs,evening,13,Jun
44,  11pm 13 Jun 2014,Thurs,evening,13,Jun
40,  12am 14 Jun 2014,Fri,night,14,Jun
34,  1am 14 Jun 2014,Fri,night,14,Jun
27,  2am 14 Jun 2014,Fri,night,14,Jun
25,  3am 14 Jun 2014,Fri,night,14,Jun
32,  4am 14 Jun 2014,Fri,night,14,Jun
39,  5am 14 Jun 2014,Fri,night,14,Jun
43,  6am 14 Jun 2014,Fri,morning,14,Jun
45,  7am 14 Jun 2014,Fri,morning,14,Jun
46,  8am 14 Jun 2014,Fri,morning,14,Jun
49,  9am 14 Jun 2014,Fri,morning,14,Jun
49,  10am 14 Jun 2014,Fri,morning,14,Jun
55,  11am 14 Jun 2014,Fri,morning,14,Jun
54,  12pm 14 Jun 2014,Fri,afternoon,14,Jun
52,  1pm 14 Jun 2014,Fri,afternoon,14,Jun
40,  2pm 14 Jun 2014,Fri,afternoon,14,Jun
48,  3pm 14 Jun 2014,Fri,afternoon,14,Jun
55,  4pm 14 Jun 2014,Fri,afternoon,14,Jun
55,  5pm 14 Jun 2014,Fri,afternoon,14,Jun
55,  7pm 14 Jun 2014,Fri,evening,14,Jun
55,  8pm 14 Jun 2014,Fri,evening,14,Jun
51,  9pm 14 Jun 2014,Fri,evening,14,Jun
38,  10pm 14 Jun 2014,Fri,evening,14,Jun
31,  11pm 14 Jun 2014,Fri,evening,14,Jun
33,  1am 15 Jun 2014,Sat,night,15,Jun
34,  2am 15 Jun 2014,Sat,night,15,Jun
35,  3am 15 Jun 2014,Sat,night,15,Jun
35,  4am 15 Jun 2014,Sat,night,15,Jun
33,  5am 15 Jun 2014,Sat,night,15,Jun
35,  6am 15 Jun 2014,Sat,morning,15,Jun
38,  7am 15 Jun 2014,Sat,morning,15,Jun
43,  8am 15 Jun 2014,Sat,morning,15,Jun
44,  9am 15 Jun 2014,Sat,morning,15,Jun
41,  10am 15 Jun 2014,Sat,morning,15,Jun
37,  11am 15 Jun 2014,Sat,morning,15,Jun
40,  12pm 15 Jun 2014,Sat,afternoon,15,Jun
42,  1pm 15 Jun 2014,Sat,afternoon,15,Jun
39,  2pm 15 Jun 2014,Sat,afternoon,15,Jun
37,  3pm 15 Jun 2014,Sat,afternoon,15,Jun
40,  4pm 15 Jun 2014,Sat,afternoon,15,Jun
52,  5pm 15 Jun 2014,Sat,afternoon,15,Jun
55,  6pm 15 Jun 2014,Sat,afternoon,15,Jun
56,  7pm 15 Jun 2014,Sat,evening,15,Jun
54,  8pm 15 Jun 2014,Sat,evening,15,Jun
53,  9pm 15 Jun 2014,Sat,evening,15,Jun
53,  10pm 15 Jun 2014,Sat,evening,15,Jun
53,  11pm 15 Jun 2014,Sat,evening,15,Jun
55,  12am 16 Jun 2014,Sun,night,16,Jun
55,  1am 16 Jun 2014,Sun,night,16,Jun
53,  2am 16 Jun 2014,Sun,night,16,Jun
52,  3am 16 Jun 2014,Sun,night,16,Jun
52,  4am 16 Jun 2014,Sun,night,16,Jun
53,  5am 16 Jun 2014,Sun,night,16,Jun
53,  6am 16 Jun 2014,Sun,morning,16,Jun
51,  7am 16 Jun 2014,Sun,morning,16,Jun
44,  8am 16 Jun 2014,Sun,morning,16,Jun
41,  9am 16 Jun 2014,Sun,morning,16,Jun
48,  10am 16 Jun 2014,Sun,morning,16,Jun
52,  11am 16 Jun 2014,Sun,morning,16,Jun
55,  12pm 16 Jun 2014,Sun,afternoon,16,Jun
56,  1pm 16 Jun 2014,Sun,afternoon,16,Jun
56,  2pm 16 Jun 2014,Sun,afternoon,16,Jun
54,  3pm 16 Jun 2014,Sun,afternoon,16,Jun
53,  4pm 16 Jun 2014,Sun,afternoon,16,Jun
53,  5pm 16 Jun 2014,Sun,afternoon,16,Jun
55,  6pm 16 Jun 2014,Sun,afternoon,16,Jun
53,  7pm 16 Jun 2014,Sun,evening,16,Jun
52,  8pm 16 Jun 2014,Sun,evening,16,Jun
48,  9pm 16 Jun 2014,Sun,evening,16,Jun
48,  10pm 16 Jun 2014,Sun,evening,16,Jun
44,  11pm 16 Jun 2014,Sun,evening,16,Jun
44,  12am 17 Jun 2014,Mon,night,17,Jun
43,  1am 17 Jun 2014,Mon,night,17,Jun
39,  2am 17 Jun 2014,Mon,night,17,Jun
37,  3am 17 Jun 2014,Mon,night,17,Jun
34,  4am 17 Jun 2014,Mon,night,17,Jun
36,  5am 17 Jun 2014,Mon,night,17,Jun
34,  6am 17 Jun 2014,Mon,morning,17,Jun
34,  7am 17 Jun 2014,Mon,morning,17,Jun
33,  8am 17 Jun 2014,Mon,morning,17,Jun
32,  9am 17 Jun 2014,Mon,morning,17,Jun
36,  10am 17 Jun 2014,Mon,morning,17,Jun
41,  11am 17 Jun 2014,Mon,morning,17,Jun
50,  12pm 17 Jun 2014,Mon,afternoon,17,Jun
51,  1pm 17 Jun 2014,Mon,afternoon,17,Jun
53,  2pm 17 Jun 2014,Mon,afternoon,17,Jun
52,  3pm 17 Jun 2014,Mon,afternoon,17,Jun
52,  4pm 17 Jun 2014,Mon,afternoon,17,Jun
51,  5pm 17 Jun 2014,Mon,afternoon,17,Jun
53,  6pm 17 Jun 2014,Mon,afternoon,17,Jun
54,  7pm 17 Jun 2014,Mon,evening,17,Jun
54,  8pm 17 Jun 2014,Mon,evening,17,Jun
52,  9pm 17 Jun 2014,Mon,evening,17,Jun
49,  10pm 17 Jun 2014,Mon,evening,17,Jun
50,  11pm 17 Jun 2014,Mon,evening,17,Jun
50,  12am 18 Jun 2014,Tues,night,18,Jun
46,  1am 18 Jun 2014,Tues,night,18,Jun
44,  2am 18 Jun 2014,Tues,night,18,Jun
42,  3am 18 Jun 2014,Tues,night,18,Jun
43,  4am 18 Jun 2014,Tues,night,18,Jun
40,  5am 18 Jun 2014,Tues,night,18,Jun
38,  6am 18 Jun 2014,Tues,morning,18,Jun
32,  7am 18 Jun 2014,Tues,morning,18,Jun
32,  8am 18 Jun 2014,Tues,morning,18,Jun
33,  9am 18 Jun 2014,Tues,morning,18,Jun
36,  10am 18 Jun 2014,Tues,morning,18,Jun
39,  11am 18 Jun 2014,Tues,morning,18,Jun
47,  12pm 18 Jun 2014,Tues,afternoon,18,Jun
54,  1pm 18 Jun 2014,Tues,afternoon,18,Jun
57,  2pm 18 Jun 2014,Tues,afternoon,18,Jun
56,  3pm 18 Jun 2014,Tues,afternoon,18,Jun
53,  4pm 18 Jun 2014,Tues,afternoon,18,Jun
48,  5pm 18 Jun 2014,Tues,afternoon,18,Jun
43,  6pm 18 Jun 2014,Tues,afternoon,18,Jun
43,  7pm 18 Jun 2014,Tues,evening,18,Jun
48,  8pm 18 Jun 2014,Tues,evening,18,Jun
52,  9pm 18 Jun 2014,Tues,evening,18,Jun
51,  10pm 18 Jun 2014,Tues,evening,18,Jun
44,  11pm 18 Jun 2014,Tues,evening,18,Jun
40,  12am 19 Jun 2014,Wed,night,19,Jun
37,  1am 19 Jun 2014,Wed,night,19,Jun
37,  2am 19 Jun 2014,Wed,night,19,Jun
40,  3am 19 Jun 2014,Wed,night,19,Jun
38,  4am 19 Jun 2014,Wed,night,19,Jun
36,  5am 19 Jun 2014,Wed,night,19,Jun
37,  6am 19 Jun 2014,Wed,morning,19,Jun
44,  7am 19 Jun 2014,Wed,morning,19,Jun
49,  8am 19 Jun 2014,Wed,morning,19,Jun
53,  9am 19 Jun 2014,Wed,morning,19,Jun
53,  9am 19 Jun 2014,Wed,morning,19,Jun
58,  11am 19 Jun 2014,Wed,morning,19,Jun
59,  12pm 19 Jun 2014,Wed,afternoon,19,Jun
59,  1pm 19 Jun 2014,Wed,afternoon,19,Jun
57,  2pm 19 Jun 2014,Wed,afternoon,19,Jun
54,  3pm 19 Jun 2014,Wed,afternoon,19,Jun
51,  4pm 19 Jun 2014,Wed,afternoon,19,Jun
46,  5pm 19 Jun 2014,Wed,afternoon,19,Jun
44,  6pm 19 Jun 2014,Wed,afternoon,19,Jun
46,  7pm 19 Jun 2014,Wed,evening,19,Jun
41,  8pm 19 Jun 2014,Wed,evening,19,Jun
41,  9pm 19 Jun 2014,Wed,evening,19,Jun
38,  10pm 19 Jun 2014,Wed,evening,19,Jun
44,  11pm 19 Jun 2014,Wed,evening,19,Jun
46,  12am 20 Jun 2014,Thurs,night,20,Jun
48,  1am 20 Jun 2014,Thurs,night,20,Jun
49,  2am 20 Jun 2014,Thurs,night,20,Jun
51,  3am 20 Jun 2014,Thurs,night,20,Jun
51,  4am 20 Jun 2014,Thurs,night,20,Jun
48,  5am 20 Jun 2014,Thurs,night,20,Jun
50,  6am 20 Jun 2014,Thurs,morning,20,Jun
49,  7am 20 Jun 2014,Thurs,morning,20,Jun
50,  8am 20 Jun 2014,Thurs,morning,20,Jun
45,  9am 20 Jun 2014,Thurs,morning,20,Jun
43,  10am 20 Jun 2014,Thurs,morning,20,Jun
48,  11am 20 Jun 2014,Thurs,morning,20,Jun
53,  12pm 20 Jun 2014,Thurs,afternoon,20,Jun
54,  1pm 20 Jun 2014,Thurs,afternoon,20,Jun
54,  2pm 20 Jun 2014,Thurs,afternoon,20,Jun
55,  3pm 20 Jun 2014,Thurs,afternoon,20,Jun
55,  4pm 20 Jun 2014,Thurs,afternoon,20,Jun
54,  5pm 20 Jun 2014,Thurs,afternoon,20,Jun
52,  6pm 20 Jun 2014,Thurs,afternoon,20,Jun
52,  7pm 20 Jun 2014,Thurs,evening,20,Jun
51,  8pm 20 Jun 2014,Thurs,evening,20,Jun
47,  9pm 20 Jun 2014,Thurs,evening,20,Jun
45,  10pm 20 Jun 2014,Thurs,evening,20,Jun
44,  11pm 20 Jun 2014,Thurs,evening,20,Jun
43,  12am 21 Jun 2014,Fri,night,21,Jun
43,  1am 21 Jun 2014,Fri,night,21,Jun
42,  2am 21 Jun 2014,Fri,night,21,Jun
44,  3am 21 Jun 2014,Fri,night,21,Jun
42,  4am 21 Jun 2014,Fri,night,21,Jun
44,  5am 21 Jun 2014,Fri,night,21,Jun
42,  6am 21 Jun 2014,Fri,morning,21,Jun
41,  7am 21 Jun 2014,Fri,morning,21,Jun
42,  8am 21 Jun 2014,Fri,morning,21,Jun
39,  9am 21 Jun 2014,Fri,morning,21,Jun
44,  10am 21 Jun 2014,Fri,morning,21,Jun
48,  11am 21 Jun 2014,Fri,morning,21,Jun
54,  12pm 21 Jun 2014,Fri,afternoon,21,Jun
55,  1pm 21 Jun 2014,Fri,afternoon,21,Jun
56,  2pm 21 Jun 2014,Fri,afternoon,21,Jun
59,  4pm 21 Jun 2014,Fri,afternoon,21,Jun
61,  5pm 21 Jun 2014,Fri,afternoon,21,Jun
62,  6pm 21 Jun 2014,Fri,afternoon,21,Jun
63,  7pm 21 Jun 2014,Fri,evening,21,Jun
63,  8pm 21 Jun 2014,Fri,evening,21,Jun
61,  9pm 21 Jun 2014,Fri,evening,21,Jun
59,  10pm 21 Jun 2014,Fri,evening,21,Jun
56,  11pm 21 Jun 2014,Fri,evening,21,Jun
55,  12am 22 Jun 2014,Sat,night,22,Jun
54,  1am 22 Jun 2014,Sat,night,22,Jun
54,  2am 22 Jun 2014,Sat,night,22,Jun
53,  3am 22 Jun 2014,Sat,night,22,Jun
47,  4am 22 Jun 2014,Sat,night,22,Jun
46,  5am 22 Jun 2014,Sat,night,22,Jun
43,  6am 22 Jun 2014,Sat,morning,22,Jun
46,  7am 22 Jun 2014,Sat,morning,22,Jun
47,  8am 22 Jun 2014,Sat,morning,22,Jun
48,  9am 22 Jun 2014,Sat,morning,22,Jun
48,  10am 22 Jun 2014,Sat,morning,22,Jun
61,  12pm 22 Jun 2014,Sat,afternoon,22,Jun
69,  1pm 22 Jun 2014,Sat,afternoon,22,Jun
70,  2pm 22 Jun 2014,Sat,afternoon,22,Jun
70,  3pm 22 Jun 2014,Sat,afternoon,22,Jun
67,  4pm 22 Jun 2014,Sat,afternoon,22,Jun
66,  5pm 22 Jun 2014,Sat,afternoon,22,Jun
67,  6pm 22 Jun 2014,Sat,afternoon,22,Jun
72,  7pm 22 Jun 2014,Sat,evening,22,Jun
77,  8pm 22 Jun 2014,Sat,evening,22,Jun
78,  9pm 22 Jun 2014,Sat,evening,22,Jun
75,  10pm 22 Jun 2014,Sat,evening,22,Jun
69,  11pm 22 Jun 2014,Sat,evening,22,Jun
61,  12am 23 Jun 2014,Sun,night,23,Jun
55,  1am 23 Jun 2014,Sun,night,23,Jun
49,  2am 23 Jun 2014,Sun,night,23,Jun
48,  3am 23 Jun 2014,Sun,night,23,Jun
50,  4am 23 Jun 2014,Sun,night,23,Jun
52,  5am 23 Jun 2014,Sun,night,23,Jun
49,  6am 23 Jun 2014,Sun,morning,23,Jun
48,  7am 23 Jun 2014,Sun,morning,23,Jun
48,  8am 23 Jun 2014,Sun,morning,23,Jun
52,  9am 23 Jun 2014,Sun,morning,23,Jun
53,  10am 23 Jun 2014,Sun,morning,23,Jun
55,  11am 23 Jun 2014,Sun,morning,23,Jun
58,  12pm 23 Jun 2014,Sun,afternoon,23,Jun
61,  1pm 23 Jun 2014,Sun,afternoon,23,Jun
64,  2pm 23 Jun 2014,Sun,afternoon,23,Jun
66,  3pm 23 Jun 2014,Sun,afternoon,23,Jun
66,  4pm 23 Jun 2014,Sun,afternoon,23,Jun
67,  5pm 23 Jun 2014,Sun,afternoon,23,Jun
66,  6pm 23 Jun 2014,Sun,afternoon,23,Jun
67,  7pm 23 Jun 2014,Sun,evening,23,Jun
66,  8pm 23 Jun 2014,Sun,evening,23,Jun
66,  9pm 23 Jun 2014,Sun,evening,23,Jun
64,  10pm 23 Jun 2014,Sun,evening,23,Jun
65,  11pm 23 Jun 2014,Sun,evening,23,Jun
66,  12am 24 Jun 2014,Mon,night,24,Jun
69,  1am 24 Jun 2014,Mon,night,24,Jun
72,  2am 24 Jun 2014,Mon,night,24,Jun
71,  3am 24 Jun 2014,Mon,night,24,Jun
68,  4am 24 Jun 2014,Mon,night,24,Jun
62,  5am 24 Jun 2014,Mon,night,24,Jun
59,  6am 24 Jun 2014,Mon,morning,24,Jun
57,  7am 24 Jun 2014,Mon,morning,24,Jun
57,  8am 24 Jun 2014,Mon,morning,24,Jun
57,  9am 24 Jun 2014,Mon,morning,24,Jun
54,  10am 24 Jun 2014,Mon,morning,24,Jun
53,  11am 24 Jun 2014,Mon,morning,24,Jun
54,  12pm 24 Jun 2014,Mon,afternoon,24,Jun
61,  1pm 24 Jun 2014,Mon,afternoon,24,Jun
64,  2pm 24 Jun 2014,Mon,afternoon,24,Jun
64,  3pm 24 Jun 2014,Mon,afternoon,24,Jun
64,  4pm 24 Jun 2014,Mon,afternoon,24,Jun
63,  5pm 24 Jun 2014,Mon,afternoon,24,Jun
61,  6pm 24 Jun 2014,Mon,afternoon,24,Jun
61,  7pm 24 Jun 2014,Mon,evening,24,Jun
60,  8pm 24 Jun 2014,Mon,evening,24,Jun
60,  9pm 24 Jun 2014,Mon,evening,24,Jun
59,  10pm 24 Jun 2014,Mon,evening,24,Jun
57,  11pm 24 Jun 2014,Mon,evening,24,Jun
57,  12am 25 Jun 2014,Tues,night,25,Jun
54,  1am 25 Jun 2014,Tues,night,25,Jun
53,  2am 25 Jun 2014,Tues,night,25,Jun
49,  3am 25 Jun 2014,Tues,night,25,Jun
44,  4am 25 Jun 2014,Tues,night,25,Jun
38,  5am 25 Jun 2014,Tues,night,25,Jun
36,  6am 25 Jun 2014,Tues,morning,25,Jun
32,  7am 25 Jun 2014,Tues,morning,25,Jun
32,  8am 25 Jun 2014,Tues,morning,25,Jun
26,  9am 25 Jun 2014,Tues,morning,25,Jun
22,  10am 25 Jun 2014,Tues,morning,25,Jun
24,  11am 25 Jun 2014,Tues,morning,25,Jun
41,  12pm 25 Jun 2014,Tues,afternoon,25,Jun
54,  1pm 25 Jun 2014,Tues,afternoon,25,Jun
56,  2pm 25 Jun 2014,Tues,afternoon,25,Jun
54,  3pm 25 Jun 2014,Tues,afternoon,25,Jun
54,  4pm 25 Jun 2014,Tues,afternoon,25,Jun
54,  5pm 25 Jun 2014,Tues,afternoon,25,Jun
55,  6pm 25 Jun 2014,Tues,afternoon,25,Jun
52,  7pm 25 Jun 2014,Tues,evening,25,Jun
51,  8pm 25 Jun 2014,Tues,evening,25,Jun
41,  9pm 25 Jun 2014,Tues,evening,25,Jun
39,  10pm 25 Jun 2014,Tues,evening,25,Jun
33,  11pm 25 Jun 2014,Tues,evening,25,Jun
31,  12am 26 Jun 2014,Wed,night,26,Jun
35,  1am 26 Jun 2014,Wed,night,26,Jun
41,  2am 26 Jun 2014,Wed,night,26,Jun
43,  3am 26 Jun 2014,Wed,night,26,Jun
44,  4am 26 Jun 2014,Wed,night,26,Jun
43,  5am 26 Jun 2014,Wed,night,26,Jun
43,  6am 26 Jun 2014,Wed,morning,26,Jun
39,  8am 26 Jun 2014,Wed,morning,26,Jun
45,  9am 26 Jun 2014,Wed,morning,26,Jun
51,  10am 26 Jun 2014,Wed,morning,26,Jun
53,  11am 26 Jun 2014,Wed,morning,26,Jun
52,  12pm 26 Jun 2014,Wed,afternoon,26,Jun
52,  1pm 26 Jun 2014,Wed,afternoon,26,Jun
51,  2pm 26 Jun 2014,Wed,afternoon,26,Jun
53,  3pm 26 Jun 2014,Wed,afternoon,26,Jun
52,  4pm 26 Jun 2014,Wed,afternoon,26,Jun
54,  5pm 26 Jun 2014,Wed,afternoon,26,Jun
54,  6pm 26 Jun 2014,Wed,afternoon,26,Jun
55,  7pm 26 Jun 2014,Wed,evening,26,Jun
55,  8pm 26 Jun 2014,Wed,evening,26,Jun
54,  9pm 26 Jun 2014,Wed,evening,26,Jun
51,  10pm 26 Jun 2014,Wed,evening,26,Jun
48,  11pm 26 Jun 2014,Wed,evening,26,Jun
50,  12am 27 Jun 2014,Thurs,night,27,Jun
50,  1am 27 Jun 2014,Thurs,night,27,Jun
47,  2am 27 Jun 2014,Thurs,night,27,Jun
45,  3am 27 Jun 2014,Thurs,night,27,Jun
40,  4am 27 Jun 2014,Thurs,night,27,Jun
35,  5am 27 Jun 2014,Thurs,night,27,Jun
36,  6am 27 Jun 2014,Thurs,morning,27,Jun
46,  7am 27 Jun 2014,Thurs,morning,27,Jun
52,  8am 27 Jun 2014,Thurs,morning,27,Jun
55,  9am 27 Jun 2014,Thurs,morning,27,Jun
55,  10am 27 Jun 2014,Thurs,morning,27,Jun
55,  11am 27 Jun 2014,Thurs,morning,27,Jun
55,  12pm 27 Jun 2014,Thurs,afternoon,27,Jun
56,  1pm 27 Jun 2014,Thurs,afternoon,27,Jun
56,  2pm 27 Jun 2014,Thurs,afternoon,27,Jun
57,  3pm 27 Jun 2014,Thurs,afternoon,27,Jun
58,  5pm 27 Jun 2014,Thurs,afternoon,27,Jun
53,  6pm 27 Jun 2014,Thurs,afternoon,27,Jun
45,  7pm 27 Jun 2014,Thurs,evening,27,Jun
38,  8pm 27 Jun 2014,Thurs,evening,27,Jun
47,  9pm 27 Jun 2014,Thurs,evening,27,Jun
51,  10pm 27 Jun 2014,Thurs,evening,27,Jun
54,  11pm 27 Jun 2014,Thurs,evening,27,Jun
55,  12am 28 Jun 2014,Fri,night,28,Jun
54,  1am 28 Jun 2014,Fri,night,28,Jun
53,  2am 28 Jun 2014,Fri,night,28,Jun
51,  3am 28 Jun 2014,Fri,night,28,Jun
48,  4am 28 Jun 2014,Fri,night,28,Jun
47,  5am 28 Jun 2014,Fri,night,28,Jun
48,  6am 28 Jun 2014,Fri,morning,28,Jun
48,  7am 28 Jun 2014,Fri,morning,28,Jun
48,  8am 28 Jun 2014,Fri,morning,28,Jun
52,  9am 28 Jun 2014,Fri,morning,28,Jun
53,  10am 28 Jun 2014,Fri,morning,28,Jun
55,  11am 28 Jun 2014,Fri,morning,28,Jun
58,  12pm 28 Jun 2014,Fri,afternoon,28,Jun
62,  1pm 28 Jun 2014,Fri,afternoon,28,Jun
64,  3pm 28 Jun 2014,Fri,afternoon,28,Jun
62,  4pm 28 Jun 2014,Fri,afternoon,28,Jun
59,  5pm 28 Jun 2014,Fri,afternoon,28,Jun
60,  7pm 28 Jun 2014,Fri,evening,28,Jun
61,  9pm 28 Jun 2014,Fri,evening,28,Jun
60,  10pm 28 Jun 2014,Fri,evening,28,Jun
58,  11pm 28 Jun 2014,Fri,evening,28,Jun
54,  12am 29 Jun 2014,Sat,night,29,Jun
45,  1am 29 Jun 2014,Sat,night,29,Jun
38,  2am 29 Jun 2014,Sat,night,29,Jun
38,  3am 29 Jun 2014,Sat,night,29,Jun
36,  4am 29 Jun 2014,Sat,night,29,Jun
33,  5am 29 Jun 2014,Sat,night,29,Jun
31,  6am 29 Jun 2014,Sat,morning,29,Jun
27,  7am 29 Jun 2014,Sat,morning,29,Jun
26,  8am 29 Jun 2014,Sat,morning,29,Jun
24,  9am 29 Jun 2014,Sat,morning,29,Jun
26,  10am 29 Jun 2014,Sat,morning,29,Jun
31,  11am 29 Jun 2014,Sat,morning,29,Jun
44,  12pm 29 Jun 2014,Sat,afternoon,29,Jun
42,  1pm 29 Jun 2014,Sat,afternoon,29,Jun
45,  2pm 29 Jun 2014,Sat,afternoon,29,Jun
44,  3pm 29 Jun 2014,Sat,afternoon,29,Jun
53,  4pm 29 Jun 2014,Sat,afternoon,29,Jun
57,  5pm 29 Jun 2014,Sat,afternoon,29,Jun
62,  6pm 29 Jun 2014,Sat,afternoon,29,Jun
65,  7pm 29 Jun 2014,Sat,evening,29,Jun
66,  8pm 29 Jun 2014,Sat,evening,29,Jun
64,  9pm 29 Jun 2014,Sat,evening,29,Jun
61,  10pm 29 Jun 2014,Sat,evening,29,Jun
59,  11pm 29 Jun 2014,Sat,evening,29,Jun
56,  12am 30 Jun 2014,Sun,night,30,Jun
54,  1am 30 Jun 2014,Sun,night,30,Jun
52,  2am 30 Jun 2014,Sun,night,30,Jun
53,  3am 30 Jun 2014,Sun,night,30,Jun
54,  4am 30 Jun 2014,Sun,night,30,Jun
57,  5am 30 Jun 2014,Sun,night,30,Jun
57,  6am 30 Jun 2014,Sun,morning,30,Jun
54,  7am 30 Jun 2014,Sun,morning,30,Jun
43,  8am 30 Jun 2014,Sun,morning,30,Jun
38,  9am 30 Jun 2014,Sun,morning,30,Jun
52,  10am 30 Jun 2014,Sun,morning,30,Jun
59,  11am 30 Jun 2014,Sun,morning,30,Jun
64,  12pm 30 Jun 2014,Sun,afternoon,30,Jun
64,  1pm 30 Jun 2014,Sun,afternoon,30,Jun
61,  2pm 30 Jun 2014,Sun,afternoon,30,Jun
56,  3pm 30 Jun 2014,Sun,afternoon,30,Jun
54,  4pm 30 Jun 2014,Sun,afternoon,30,Jun
52,  5pm 30 Jun 2014,Sun,afternoon,30,Jun
42,  6pm 30 Jun 2014,Sun,afternoon,30,Jun
38,  7pm 30 Jun 2014,Sun,evening,30,Jun
37,  8pm 30 Jun 2014,Sun,evening,30,Jun
40,  9pm 30 Jun 2014,Sun,evening,30,Jun
39,  10pm 30 Jun 2014,Sun,evening,30,Jun
40,  11pm 30 Jun 2014,Sun,evening,30,Jun
39,  12am 01 Jul 2014,Mon,night,1,Jul
40,  1am 01 Jul 2014,Mon,night,1,Jul
40,  2am 01 Jul 2014,Mon,night,1,Jul
41,  3am 01 Jul 2014,Mon,night,1,Jul
43,  4am 01 Jul 2014,Mon,night,1,Jul
44,  5am 01 Jul 2014,Mon,night,1,Jul
45,  6am 01 Jul 2014,Mon,morning,1,Jul
43,  7am 01 Jul 2014,Mon,morning,1,Jul
42,  8am 01 Jul 2014,Mon,morning,1,Jul
41,  9am 01 Jul 2014,Mon,morning,1,Jul
43,  10am 01 Jul 2014,Mon,morning,1,Jul
49,  11am 01 Jul 2014,Mon,morning,1,Jul
49,  12pm 01 Jul 2014,Mon,afternoon,1,Jul
53,  1pm 01 Jul 2014,Mon,afternoon,1,Jul
53,  2pm 01 Jul 2014,Mon,afternoon,1,Jul
55,  3pm 01 Jul 2014,Mon,afternoon,1,Jul
54,  4pm 01 Jul 2014,Mon,afternoon,1,Jul
54,  5pm 01 Jul 2014,Mon,afternoon,1,Jul
55,  6pm 01 Jul 2014,Mon,afternoon,1,Jul
54,  7pm 01 Jul 2014,Mon,evening,1,Jul
53,  8pm 01 Jul 2014,Mon,evening,1,Jul
53,  9pm 01 Jul 2014,Mon,evening,1,Jul
55,  10pm 01 Jul 2014,Mon,evening,1,Jul
55,  11pm 01 Jul 2014,Mon,evening,1,Jul
54,  12am 02 Jul 2014,Tues,night,2,Jul
54,  2am 02 Jul 2014,Tues,night,2,Jul
54,  3am 02 Jul 2014,Tues,night,2,Jul
56,  4am 02 Jul 2014,Tues,night,2,Jul
57,  5am 02 Jul 2014,Tues,night,2,Jul
59,  6am 02 Jul 2014,Tues,morning,2,Jul
60,  7am 02 Jul 2014,Tues,morning,2,Jul
63,  8am 02 Jul 2014,Tues,morning,2,Jul
64,  9am 02 Jul 2014,Tues,morning,2,Jul
63,  10am 02 Jul 2014,Tues,morning,2,Jul
59,  11am 02 Jul 2014,Tues,morning,2,Jul
56,  12pm 02 Jul 2014,Tues,afternoon,2,Jul
53,  1pm 02 Jul 2014,Tues,afternoon,2,Jul
52,  2pm 02 Jul 2014,Tues,afternoon,2,Jul
52,  3pm 02 Jul 2014,Tues,afternoon,2,Jul
53,  4pm 02 Jul 2014,Tues,afternoon,2,Jul
54,  5pm 02 Jul 2014,Tues,afternoon,2,Jul
54,  6pm 02 Jul 2014,Tues,afternoon,2,Jul
54,  7pm 02 Jul 2014,Tues,evening,2,Jul
56,  8pm 02 Jul 2014,Tues,evening,2,Jul
55,  9pm 02 Jul 2014,Tues,evening,2,Jul
53,  10pm 02 Jul 2014,Tues,evening,2,Jul
52,  11pm 02 Jul 2014,Tues,evening,2,Jul
52,  12am 03 Jul 2014,Wed,night,3,Jul
55,  1am 03 Jul 2014,Wed,night,3,Jul
57,  2am 03 Jul 2014,Wed,night,3,Jul
59,  3am 03 Jul 2014,Wed,night,3,Jul
