PSI 3hr,Datetime,DayOfWeek,Period,DayOfMonth,Month
47,  9am 27 Apr 2014,Sat,morning,27,Apr
42,  10am 27 Apr 2014,Sat,morning,27,Apr
46,  11am 27 Apr 2014,Sat,morning,27,Apr
52,  12pm 27 Apr 2014,Sat,afternoon,27,Apr
56,  1pm 27 Apr 2014,Sat,afternoon,27,Apr
59,  2pm 27 Apr 2014,Sat,afternoon,27,Apr
60,  3pm 27 Apr 2014,Sat,afternoon,27,Apr
59,  4pm 27 Apr 2014,Sat,afternoon,27,Apr
60,  5pm 27 Apr 2014,Sat,afternoon,27,Apr
61,  6pm 27 Apr 2014,Sat,afternoon,27,Apr
60,  7pm 27 Apr 2014,Sat,evening,27,Apr
60,  8pm 27 Apr 2014,Sat,evening,27,Apr
60,  10pm 27 Apr 2014,Sat,evening,27,Apr
66,  11pm 27 Apr 2014,Sat,evening,27,Apr
73,  12am 28 Apr 2014,Sun,night,28,Apr
78,  1am 28 Apr 2014,Sun,night,28,Apr
78,  2am 28 Apr 2014,Sun,night,28,Apr
76,  3am 28 Apr 2014,Sun,night,28,Apr
75,  4am 28 Apr 2014,Sun,night,28,Apr
74,  5am 28 Apr 2014,Sun,night,28,Apr
72,  6am 28 Apr 2014,Sun,morning,28,Apr
65,  7am 28 Apr 2014,Sun,morning,28,Apr
56,  8am 28 Apr 2014,Sun,morning,28,Apr
46,  9am 28 Apr 2014,Sun,morning,28,Apr
42,  10am 28 Apr 2014,Sun,morning,28,Apr
55,  11am 28 Apr 2014,Sun,morning,28,Apr
65,  1pm 28 Apr 2014,Sun,afternoon,28,Apr
64,  2pm 28 Apr 2014,Sun,afternoon,28,Apr
62,  3pm 28 Apr 2014,Sun,afternoon,28,Apr
59,  4pm 28 Apr 2014,Sun,afternoon,28,Apr
57,  5pm 28 Apr 2014,Sun,afternoon,28,Apr
58,  6pm 28 Apr 2014,Sun,afternoon,28,Apr
57,  7pm 28 Apr 2014,Sun,evening,28,Apr
56,  8pm 28 Apr 2014,Sun,evening,28,Apr
55,  9pm 28 Apr 2014,Sun,evening,28,Apr
55,  11pm 28 Apr 2014,Sun,evening,28,Apr
55,  12am 29 Apr 2014,Mon,night,29,Apr
59,  2am 29 Apr 2014,Mon,night,29,Apr
60,  3am 29 Apr 2014,Mon,night,29,Apr
62,  4am 29 Apr 2014,Mon,night,29,Apr
65,  5am 29 Apr 2014,Mon,night,29,Apr
70,  6am 29 Apr 2014,Mon,morning,29,Apr
71,  7am 29 Apr 2014,Mon,morning,29,Apr
72,  8am 29 Apr 2014,Mon,morning,29,Apr
72,  9am 29 Apr 2014,Mon,morning,29,Apr
71,  10am 29 Apr 2014,Mon,morning,29,Apr
69,  11am 29 Apr 2014,Mon,morning,29,Apr
67,  12pm 29 Apr 2014,Mon,afternoon,29,Apr
66,  1pm 29 Apr 2014,Mon,afternoon,29,Apr
62,  2pm 29 Apr 2014,Mon,afternoon,29,Apr
58,  3pm 29 Apr 2014,Mon,afternoon,29,Apr
54,  4pm 29 Apr 2014,Mon,afternoon,29,Apr
57,  5pm 29 Apr 2014,Mon,afternoon,29,Apr
55,  6pm 29 Apr 2014,Mon,afternoon,29,Apr
55,  7pm 29 Apr 2014,Mon,evening,29,Apr
54,  8pm 29 Apr 2014,Mon,evening,29,Apr
58,  10pm 29 Apr 2014,Mon,evening,29,Apr
63,  11pm 29 Apr 2014,Mon,evening,29,Apr
73,  12am 30 Apr 2014,Tues,night,30,Apr
80,  1am 30 Apr 2014,Tues,night,30,Apr
81,  2am 30 Apr 2014,Tues,night,30,Apr
78,  3am 30 Apr 2014,Tues,night,30,Apr
77,  4am 30 Apr 2014,Tues,night,30,Apr
79,  5am 30 Apr 2014,Tues,night,30,Apr
80,  6am 30 Apr 2014,Tues,morning,30,Apr
79,  7am 30 Apr 2014,Tues,morning,30,Apr
75,  8am 30 Apr 2014,Tues,morning,30,Apr
71,  9am 30 Apr 2014,Tues,morning,30,Apr
67,  10am 30 Apr 2014,Tues,morning,30,Apr
65,  11am 30 Apr 2014,Tues,morning,30,Apr
63,  12pm 30 Apr 2014,Tues,afternoon,30,Apr
61,  1pm 30 Apr 2014,Tues,afternoon,30,Apr
59,  2pm 30 Apr 2014,Tues,afternoon,30,Apr
59,  3pm 30 Apr 2014,Tues,afternoon,30,Apr
60,  4pm 30 Apr 2014,Tues,afternoon,30,Apr
61,  6pm 30 Apr 2014,Tues,afternoon,30,Apr
59,  7pm 30 Apr 2014,Tues,evening,30,Apr
59,  8pm 30 Apr 2014,Tues,evening,30,Apr
62,  9pm 30 Apr 2014,Tues,evening,30,Apr
63,  10pm 30 Apr 2014,Tues,evening,30,Apr
63,  11pm 30 Apr 2014,Tues,evening,30,Apr
61,  12am 01 May 2014,Wed,night,1,May
60,  1am 01 May 2014,Wed,night,1,May
59,  2am 01 May 2014,Wed,night,1,May
60,  3am 01 May 2014,Wed,night,1,May
60,  4am 01 May 2014,Wed,night,1,May
59,  5am 01 May 2014,Wed,night,1,May
58,  6am 01 May 2014,Wed,morning,1,May
54,  7am 01 May 2014,Wed,morning,1,May
45,  8am 01 May 2014,Wed,morning,1,May
26,  9am 01 May 2014,Wed,morning,1,May
23,  10am 01 May 2014,Wed,morning,1,May
20,  11am 01 May 2014,Wed,morning,1,May
31,  12pm 01 May 2014,Wed,afternoon,1,May
47,  1pm 01 May 2014,Wed,afternoon,1,May
55,  2pm 01 May 2014,Wed,afternoon,1,May
56,  3pm 01 May 2014,Wed,afternoon,1,May
56,  4pm 01 May 2014,Wed,afternoon,1,May
56,  5pm 01 May 2014,Wed,afternoon,1,May
56,  6pm 01 May 2014,Wed,afternoon,1,May
57,  7pm 01 May 2014,Wed,evening,1,May
59,  8pm 01 May 2014,Wed,evening,1,May
60,  9pm 01 May 2014,Wed,evening,1,May
59,  10pm 01 May 2014,Wed,evening,1,May
58,  11pm 01 May 2014,Wed,evening,1,May
57,  12am 02 May 2014,Thurs,night,2,May
56,  1am 02 May 2014,Thurs,night,2,May
54,  2am 02 May 2014,Thurs,night,2,May
52,  3am 02 May 2014,Thurs,night,2,May
51,  4am 02 May 2014,Thurs,night,2,May
52,  5am 02 May 2014,Thurs,night,2,May
52,  6am 02 May 2014,Thurs,morning,2,May
53,  7am 02 May 2014,Thurs,morning,2,May
53,  8am 02 May 2014,Thurs,morning,2,May
54,  9am 02 May 2014,Thurs,morning,2,May
54,  10am 02 May 2014,Thurs,morning,2,May
53,  11am 02 May 2014,Thurs,morning,2,May
54,  12pm 02 May 2014,Thurs,afternoon,2,May
53,  1pm 02 May 2014,Thurs,afternoon,2,May
52,  2pm 02 May 2014,Thurs,afternoon,2,May
53,  3pm 02 May 2014,Thurs,afternoon,2,May
54,  4pm 02 May 2014,Thurs,afternoon,2,May
55,  5pm 02 May 2014,Thurs,afternoon,2,May
56,  6pm 02 May 2014,Thurs,afternoon,2,May
58,  7pm 02 May 2014,Thurs,evening,2,May
57,  8pm 02 May 2014,Thurs,evening,2,May
52,  10pm 02 May 2014,Thurs,evening,2,May
49,  11pm 02 May 2014,Thurs,evening,2,May
52,  12am 03 May 2014,Fri,night,3,May
51,  1am 03 May 2014,Fri,night,3,May
46,  2am 03 May 2014,Fri,night,3,May
38,  3am 03 May 2014,Fri,night,3,May
39,  5am 03 May 2014,Fri,night,3,May
39,  6am 03 May 2014,Fri,morning,3,May
39,  7am 03 May 2014,Fri,morning,3,May
38,  8am 03 May 2014,Fri,morning,3,May
39,  9am 03 May 2014,Fri,morning,3,May
39,  10am 03 May 2014,Fri,morning,3,May
37,  11am 03 May 2014,Fri,morning,3,May
38,  12pm 03 May 2014,Fri,afternoon,3,May
39,  1pm 03 May 2014,Fri,afternoon,3,May
52,  3pm 03 May 2014,Fri,afternoon,3,May
55,  4pm 03 May 2014,Fri,afternoon,3,May
58,  5pm 03 May 2014,Fri,afternoon,3,May
56,  6pm 03 May 2014,Fri,afternoon,3,May
52,  7pm 03 May 2014,Fri,evening,3,May
37,  8pm 03 May 2014,Fri,evening,3,May
46,  10pm 03 May 2014,Fri,evening,3,May
57,  12am 04 May 2014,Sat,night,4,May
57,  1am 04 May 2014,Sat,night,4,May
61,  4am 04 May 2014,Sat,night,4,May
61,  6am 04 May 2014,Sat,morning,4,May
62,  7am 04 May 2014,Sat,morning,4,May
59,  8am 04 May 2014,Sat,morning,4,May
56,  9am 04 May 2014,Sat,morning,4,May
51,  10am 04 May 2014,Sat,morning,4,May
44,  11am 04 May 2014,Sat,morning,4,May
47,  12pm 04 May 2014,Sat,afternoon,4,May
47,  1pm 04 May 2014,Sat,afternoon,4,May
52,  2pm 04 May 2014,Sat,afternoon,4,May
52,  3pm 04 May 2014,Sat,afternoon,4,May
54,  4pm 04 May 2014,Sat,afternoon,4,May
57,  5pm 04 May 2014,Sat,afternoon,4,May
56,  6pm 04 May 2014,Sat,afternoon,4,May
54,  7pm 04 May 2014,Sat,evening,4,May
46,  8pm 04 May 2014,Sat,evening,4,May
42,  9pm 04 May 2014,Sat,evening,4,May
47,  10pm 04 May 2014,Sat,evening,4,May
50,  11pm 04 May 2014,Sat,evening,4,May
52,  12am 05 May 2014,Sun,night,5,May
54,  1am 05 May 2014,Sun,night,5,May
57,  3am 05 May 2014,Sun,night,5,May
56,  4am 05 May 2014,Sun,night,5,May
55,  5am 05 May 2014,Sun,night,5,May
55,  6am 05 May 2014,Sun,morning,5,May
58,  7am 05 May 2014,Sun,morning,5,May
60,  8am 05 May 2014,Sun,morning,5,May
61,  9am 05 May 2014,Sun,morning,5,May
58,  10am 05 May 2014,Sun,morning,5,May
56,  11am 05 May 2014,Sun,morning,5,May
55,  12pm 05 May 2014,Sun,afternoon,5,May
56,  2pm 05 May 2014,Sun,afternoon,5,May
57,  3pm 05 May 2014,Sun,afternoon,5,May
57,  4pm 05 May 2014,Sun,afternoon,5,May
59,  5pm 05 May 2014,Sun,afternoon,5,May
57,  6pm 05 May 2014,Sun,afternoon,5,May
55,  7pm 05 May 2014,Sun,evening,5,May
48,  8pm 05 May 2014,Sun,evening,5,May
41,  9pm 05 May 2014,Sun,evening,5,May
41,  10pm 05 May 2014,Sun,evening,5,May
42,  11pm 05 May 2014,Sun,evening,5,May
39,  12am 06 May 2014,Mon,night,6,May
39,  1am 06 May 2014,Mon,night,6,May
40,  2am 06 May 2014,Mon,night,6,May
47,  3am 06 May 2014,Mon,night,6,May
51,  4am 06 May 2014,Mon,night,6,May
52,  5am 06 May 2014,Mon,night,6,May
54,  6am 06 May 2014,Mon,morning,6,May
54,  7am 06 May 2014,Mon,morning,6,May
54,  8am 06 May 2014,Mon,morning,6,May
53,  9am 06 May 2014,Mon,morning,6,May
52,  10am 06 May 2014,Mon,morning,6,May
52,  11am 06 May 2014,Mon,morning,6,May
52,  12pm 06 May 2014,Mon,afternoon,6,May
55,  2pm 06 May 2014,Mon,afternoon,6,May
55,  3pm 06 May 2014,Mon,afternoon,6,May
55,  4pm 06 May 2014,Mon,afternoon,6,May
0,  5pm 06 May 2014,Mon,afternoon,6,May
55,  6pm 06 May 2014,Mon,afternoon,6,May
55,  7pm 06 May 2014,Mon,evening,6,May
54,  8pm 06 May 2014,Mon,evening,6,May
53,  9pm 06 May 2014,Mon,evening,6,May
51,  10pm 06 May 2014,Mon,evening,6,May
48,  11pm 06 May 2014,Mon,evening,6,May
44,  12am 07 May 2014,Tues,night,7,May
36,  2am 07 May 2014,Tues,night,7,May
36,  3am 07 May 2014,Tues,night,7,May
45,  4am 07 May 2014,Tues,night,7,May
56,  6am 07 May 2014,Tues,morning,7,May
57,  7am 07 May 2014,Tues,morning,7,May
56,  8am 07 May 2014,Tues,morning,7,May
57,  10am 07 May 2014,Tues,morning,7,May
56,  11am 07 May 2014,Tues,morning,7,May
55,  12pm 07 May 2014,Tues,afternoon,7,May
54,  1pm 07 May 2014,Tues,afternoon,7,May
56,  2pm 07 May 2014,Tues,afternoon,7,May
56,  3pm 07 May 2014,Tues,afternoon,7,May
58,  4pm 07 May 2014,Tues,afternoon,7,May
55,  5pm 07 May 2014,Tues,afternoon,7,May
52,  6pm 07 May 2014,Tues,afternoon,7,May
47,  7pm 07 May 2014,Tues,evening,7,May
48,  8pm 07 May 2014,Tues,evening,7,May
48,  9pm 07 May 2014,Tues,evening,7,May
45,  10pm 07 May 2014,Tues,evening,7,May
44,  11pm 07 May 2014,Tues,evening,7,May
38,  12am 08 May 2014,Wed,night,8,May
30,  1am 08 May 2014,Wed,night,8,May
25,  2am 08 May 2014,Wed,night,8,May
22,  3am 08 May 2014,Wed,night,8,May
19,  5am 08 May 2014,Wed,night,8,May
23,  6am 08 May 2014,Wed,morning,8,May
29,  7am 08 May 2014,Wed,morning,8,May
44,  9am 08 May 2014,Wed,morning,8,May
47,  10am 08 May 2014,Wed,morning,8,May
52,  11am 08 May 2014,Wed,morning,8,May
53,  12pm 08 May 2014,Wed,afternoon,8,May
56,  1pm 08 May 2014,Wed,afternoon,8,May
58,  2pm 08 May 2014,Wed,afternoon,8,May
60,  3pm 08 May 2014,Wed,afternoon,8,May
62,  4pm 08 May 2014,Wed,afternoon,8,May
61,  5pm 08 May 2014,Wed,afternoon,8,May
59,  6pm 08 May 2014,Wed,afternoon,8,May
56,  7pm 08 May 2014,Wed,evening,8,May
59,  8pm 08 May 2014,Wed,evening,8,May
65,  9pm 08 May 2014,Wed,evening,8,May
68,  10pm 08 May 2014,Wed,evening,8,May
70,  11pm 08 May 2014,Wed,evening,8,May
69,  12am 09 May 2014,Thurs,night,9,May
70,  1am 09 May 2014,Thurs,night,9,May
69,  2am 09 May 2014,Thurs,night,9,May
71,  3am 09 May 2014,Thurs,night,9,May
69,  4am 09 May 2014,Thurs,night,9,May
67,  5am 09 May 2014,Thurs,night,9,May
67,  6am 09 May 2014,Thurs,morning,9,May
67,  7am 09 May 2014,Thurs,morning,9,May
71,  8am 09 May 2014,Thurs,morning,9,May
80,  10am 09 May 2014,Thurs,morning,9,May
87,  11am 09 May 2014,Thurs,morning,9,May
91,  12pm 09 May 2014,Thurs,afternoon,9,May
82,  1pm 09 May 2014,Thurs,afternoon,9,May
69,  2pm 09 May 2014,Thurs,afternoon,9,May
58,  3pm 09 May 2014,Thurs,afternoon,9,May
55,  4pm 09 May 2014,Thurs,afternoon,9,May
56,  5pm 09 May 2014,Thurs,afternoon,9,May
58,  6pm 09 May 2014,Thurs,afternoon,9,May
57,  7pm 09 May 2014,Thurs,evening,9,May
55,  8pm 09 May 2014,Thurs,evening,9,May
54,  9pm 09 May 2014,Thurs,evening,9,May
53,  10pm 09 May 2014,Thurs,evening,9,May
52,  11pm 09 May 2014,Thurs,evening,9,May
51,  12am 10 May 2014,Fri,night,10,May
46,  1am 10 May 2014,Fri,night,10,May
42,  2am 10 May 2014,Fri,night,10,May
36,  3am 10 May 2014,Fri,night,10,May
34,  4am 10 May 2014,Fri,night,10,May
30,  5am 10 May 2014,Fri,night,10,May
36,  7am 10 May 2014,Fri,morning,10,May
39,  8am 10 May 2014,Fri,morning,10,May
49,  10am 10 May 2014,Fri,morning,10,May
52,  11am 10 May 2014,Fri,morning,10,May
52,  12pm 10 May 2014,Fri,afternoon,10,May
51,  1pm 10 May 2014,Fri,afternoon,10,May
51,  2pm 10 May 2014,Fri,afternoon,10,May
44,  3pm 10 May 2014,Fri,afternoon,10,May
45,  4pm 10 May 2014,Fri,afternoon,10,May
49,  5pm 10 May 2014,Fri,afternoon,10,May
53,  6pm 10 May 2014,Fri,afternoon,10,May
52,  7pm 10 May 2014,Fri,evening,10,May
51,  8pm 10 May 2014,Fri,evening,10,May
44,  10pm 10 May 2014,Fri,evening,10,May
49,  11pm 10 May 2014,Fri,evening,10,May
56,  12am 11 May 2014,Sat,night,11,May
58,  1am 11 May 2014,Sat,night,11,May
58,  2am 11 May 2014,Sat,night,11,May
56,  3am 11 May 2014,Sat,night,11,May
56,  4am 11 May 2014,Sat,night,11,May
58,  5am 11 May 2014,Sat,night,11,May
60,  6am 11 May 2014,Sat,morning,11,May
62,  7am 11 May 2014,Sat,morning,11,May
64,  8am 11 May 2014,Sat,morning,11,May
66,  9am 11 May 2014,Sat,morning,11,May
66,  10am 11 May 2014,Sat,morning,11,May
64,  11am 11 May 2014,Sat,morning,11,May
60,  12pm 11 May 2014,Sat,afternoon,11,May
56,  1pm 11 May 2014,Sat,afternoon,11,May
53,  2pm 11 May 2014,Sat,afternoon,11,May
51,  3pm 11 May 2014,Sat,afternoon,11,May
52,  4pm 11 May 2014,Sat,afternoon,11,May
51,  5pm 11 May 2014,Sat,afternoon,11,May
45,  7pm 11 May 2014,Sat,evening,11,May
54,  8pm 11 May 2014,Sat,evening,11,May
56,  9pm 11 May 2014,Sat,evening,11,May
59,  10pm 11 May 2014,Sat,evening,11,May
60,  11pm 11 May 2014,Sat,evening,11,May
62,  12am 12 May 2014,Sun,night,12,May
64,  1am 12 May 2014,Sun,night,12,May
62,  3am 12 May 2014,Sun,night,12,May
63,  4am 12 May 2014,Sun,night,12,May
64,  5am 12 May 2014,Sun,night,12,May
65,  6am 12 May 2014,Sun,morning,12,May
67,  7am 12 May 2014,Sun,morning,12,May
68,  8am 12 May 2014,Sun,morning,12,May
71,  9am 12 May 2014,Sun,morning,12,May
64,  11am 12 May 2014,Sun,morning,12,May
64,  11am 12 May 2014,Sun,morning,12,May
55,  1pm 12 May 2014,Sun,afternoon,12,May
52,  2pm 12 May 2014,Sun,afternoon,12,May
48,  3pm 12 May 2014,Sun,afternoon,12,May
39,  4pm 12 May 2014,Sun,afternoon,12,May
42,  5pm 12 May 2014,Sun,afternoon,12,May
43,  6pm 12 May 2014,Sun,afternoon,12,May
51,  7pm 12 May 2014,Sun,evening,12,May
50,  8pm 12 May 2014,Sun,evening,12,May
47,  9pm 12 May 2014,Sun,evening,12,May
41,  10pm 12 May 2014,Sun,evening,12,May
49,  11pm 12 May 2014,Sun,evening,12,May
52,  12am 13 May 2014,Mon,night,13,May
56,  2am 13 May 2014,Mon,night,13,May
60,  3am 13 May 2014,Mon,night,13,May
65,  4am 13 May 2014,Mon,night,13,May
69,  5am 13 May 2014,Mon,night,13,May
70,  7am 13 May 2014,Mon,morning,13,May
69,  8am 13 May 2014,Mon,morning,13,May
71,  9am 13 May 2014,Mon,morning,13,May
71,  10am 13 May 2014,Mon,morning,13,May
70,  11am 13 May 2014,Mon,morning,13,May
67,  12pm 13 May 2014,Mon,afternoon,13,May
66,  1pm 13 May 2014,Mon,afternoon,13,May
66,  2pm 13 May 2014,Mon,afternoon,13,May
65,  3pm 13 May 2014,Mon,afternoon,13,May
62,  4pm 13 May 2014,Mon,afternoon,13,May
58,  5pm 13 May 2014,Mon,afternoon,13,May
56,  6pm 13 May 2014,Mon,afternoon,13,May
54,  7pm 13 May 2014,Mon,evening,13,May
52,  8pm 13 May 2014,Mon,evening,13,May
47,  9pm 13 May 2014,Mon,evening,13,May
42,  10pm 13 May 2014,Mon,evening,13,May
53,  11pm 13 May 2014,Mon,evening,13,May
57,  12am 14 May 2014,Tues,night,14,May
61,  1am 14 May 2014,Tues,night,14,May
61,  2am 14 May 2014,Tues,night,14,May
61,  3am 14 May 2014,Tues,night,14,May
60,  4am 14 May 2014,Tues,night,14,May
61,  5am 14 May 2014,Tues,night,14,May
63,  6am 14 May 2014,Tues,morning,14,May
66,  7am 14 May 2014,Tues,morning,14,May
69,  8am 14 May 2014,Tues,morning,14,May
70,  9am 14 May 2014,Tues,morning,14,May
66,  10am 14 May 2014,Tues,morning,14,May
60,  11am 14 May 2014,Tues,morning,14,May
53,  12pm 14 May 2014,Tues,afternoon,14,May
53,  1pm 14 May 2014,Tues,afternoon,14,May
54,  2pm 14 May 2014,Tues,afternoon,14,May
55,  3pm 14 May 2014,Tues,afternoon,14,May
53,  4pm 14 May 2014,Tues,afternoon,14,May
52,  5pm 14 May 2014,Tues,afternoon,14,May
50,  6pm 14 May 2014,Tues,afternoon,14,May
47,  7pm 14 May 2014,Tues,evening,14,May
44,  8pm 14 May 2014,Tues,evening,14,May
40,  9pm 14 May 2014,Tues,evening,14,May
38,  10pm 14 May 2014,Tues,evening,14,May
39,  11pm 14 May 2014,Tues,evening,14,May
43,  12am 15 May 2014,Wed,night,15,May
52,  1am 15 May 2014,Wed,night,15,May
54,  2am 15 May 2014,Wed,night,15,May
54,  3am 15 May 2014,Wed,night,15,May
53,  4am 15 May 2014,Wed,night,15,May
52,  5am 15 May 2014,Wed,night,15,May
54,  6am 15 May 2014,Wed,morning,15,May
55,  7am 15 May 2014,Wed,morning,15,May
56,  8am 15 May 2014,Wed,morning,15,May
56,  9am 15 May 2014,Wed,morning,15,May
58,  10am 15 May 2014,Wed,morning,15,May
57,  11am 15 May 2014,Wed,morning,15,May
54,  12pm 15 May 2014,Wed,afternoon,15,May
51,  1pm 15 May 2014,Wed,afternoon,15,May
49,  2pm 15 May 2014,Wed,afternoon,15,May
51,  3pm 15 May 2014,Wed,afternoon,15,May
52,  4pm 15 May 2014,Wed,afternoon,15,May
52,  5pm 15 May 2014,Wed,afternoon,15,May
53,  6pm 15 May 2014,Wed,afternoon,15,May
53,  7pm 15 May 2014,Wed,evening,15,May
53,  8pm 15 May 2014,Wed,evening,15,May
52,  9pm 15 May 2014,Wed,evening,15,May
48,  10pm 15 May 2014,Wed,evening,15,May
45,  11pm 15 May 2014,Wed,evening,15,May
44,  12am 16 May 2014,Thurs,night,16,May
41,  1am 16 May 2014,Thurs,night,16,May
38,  2am 16 May 2014,Thurs,night,16,May
36,  3am 16 May 2014,Thurs,night,16,May
36,  4am 16 May 2014,Thurs,night,16,May
37,  5am 16 May 2014,Thurs,night,16,May
38,  6am 16 May 2014,Thurs,morning,16,May
36,  7am 16 May 2014,Thurs,morning,16,May
35,  8am 16 May 2014,Thurs,morning,16,May
36,  9am 16 May 2014,Thurs,morning,16,May
41,  10am 16 May 2014,Thurs,morning,16,May
46,  11am 16 May 2014,Thurs,morning,16,May
43,  12pm 16 May 2014,Thurs,afternoon,16,May
45,  1pm 16 May 2014,Thurs,afternoon,16,May
53,  2pm 16 May 2014,Thurs,afternoon,16,May
57,  3pm 16 May 2014,Thurs,afternoon,16,May
59,  4pm 16 May 2014,Thurs,afternoon,16,May
57,  5pm 16 May 2014,Thurs,afternoon,16,May
55,  6pm 16 May 2014,Thurs,afternoon,16,May
56,  7pm 16 May 2014,Thurs,evening,16,May
58,  8pm 16 May 2014,Thurs,evening,16,May
57,  9pm 16 May 2014,Thurs,evening,16,May
55,  10pm 16 May 2014,Thurs,evening,16,May
53,  11pm 16 May 2014,Thurs,evening,16,May
52,  12am 17 May 2014,Fri,night,17,May
49,  1am 17 May 2014,Fri,night,17,May
45,  2am 17 May 2014,Fri,night,17,May
43,  3am 17 May 2014,Fri,night,17,May
46,  4am 17 May 2014,Fri,night,17,May
48,  5am 17 May 2014,Fri,night,17,May
49,  6am 17 May 2014,Fri,morning,17,May
47,  7am 17 May 2014,Fri,morning,17,May
52,  9am 17 May 2014,Fri,morning,17,May
49,  10am 17 May 2014,Fri,morning,17,May
43,  11am 17 May 2014,Fri,morning,17,May
31,  12pm 17 May 2014,Fri,afternoon,17,May
30,  1pm 17 May 2014,Fri,afternoon,17,May
37,  2pm 17 May 2014,Fri,afternoon,17,May
41,  3pm 17 May 2014,Fri,afternoon,17,May
46,  4pm 17 May 2014,Fri,afternoon,17,May
44,  5pm 17 May 2014,Fri,afternoon,17,May
44,  6pm 17 May 2014,Fri,afternoon,17,May
47,  7pm 17 May 2014,Fri,evening,17,May
44,  8pm 17 May 2014,Fri,evening,17,May
41,  9pm 17 May 2014,Fri,evening,17,May
35,  10pm 17 May 2014,Fri,evening,17,May
41,  11pm 17 May 2014,Fri,evening,17,May
46,  12am 18 May 2014,Sat,night,18,May
52,  1am 18 May 2014,Sat,night,18,May
53,  2am 18 May 2014,Sat,night,18,May
54,  3am 18 May 2014,Sat,night,18,May
52,  4am 18 May 2014,Sat,night,18,May
48,  5am 18 May 2014,Sat,night,18,May
36,  7am 18 May 2014,Sat,morning,18,May
37,  8am 18 May 2014,Sat,morning,18,May
39,  9am 18 May 2014,Sat,morning,18,May
44,  10am 18 May 2014,Sat,morning,18,May
36,  11am 18 May 2014,Sat,morning,18,May
31,  12pm 18 May 2014,Sat,afternoon,18,May
26,  1pm 18 May 2014,Sat,afternoon,18,May
23,  2pm 18 May 2014,Sat,afternoon,18,May
23,  3pm 18 May 2014,Sat,afternoon,18,May
22,  4pm 18 May 2014,Sat,afternoon,18,May
28,  6pm 18 May 2014,Sat,afternoon,18,May
28,  8pm 18 May 2014,Sat,evening,18,May
31,  9pm 18 May 2014,Sat,evening,18,May
43,  10pm 18 May 2014,Sat,evening,18,May
51,  11pm 18 May 2014,Sat,evening,18,May
54,  1am 19 May 2014,Sun,night,19,May
54,  2am 19 May 2014,Sun,night,19,May
54,  3am 19 May 2014,Sun,night,19,May
56,  4am 19 May 2014,Sun,night,19,May
56,  5am 19 May 2014,Sun,night,19,May
58,  6am 19 May 2014,Sun,morning,19,May
56,  7am 19 May 2014,Sun,morning,19,May
53,  8am 19 May 2014,Sun,morning,19,May
51,  9am 19 May 2014,Sun,morning,19,May
51,  10am 19 May 2014,Sun,morning,19,May
52,  11am 19 May 2014,Sun,morning,19,May
51,  12pm 19 May 2014,Sun,afternoon,19,May
42,  1pm 19 May 2014,Sun,afternoon,19,May
39,  2pm 19 May 2014,Sun,afternoon,19,May
41,  3pm 19 May 2014,Sun,afternoon,19,May
42,  4pm 19 May 2014,Sun,afternoon,19,May
50,  5pm 19 May 2014,Sun,afternoon,19,May
52,  6pm 19 May 2014,Sun,afternoon,19,May
51,  7pm 19 May 2014,Sun,evening,19,May
43,  8pm 19 May 2014,Sun,evening,19,May
35,  9pm 19 May 2014,Sun,evening,19,May
31,  10pm 19 May 2014,Sun,evening,19,May
30,  11pm 19 May 2014,Sun,evening,19,May
30,  12am 20 May 2014,Mon,night,20,May
20,  2am 20 May 2014,Mon,night,20,May
17,  3am 20 May 2014,Mon,night,20,May
18,  4am 20 May 2014,Mon,night,20,May
24,  5am 20 May 2014,Mon,night,20,May
31,  6am 20 May 2014,Mon,morning,20,May
43,  7am 20 May 2014,Mon,morning,20,May
49,  8am 20 May 2014,Mon,morning,20,May
52,  9am 20 May 2014,Mon,morning,20,May
54,  10am 20 May 2014,Mon,morning,20,May
57,  11am 20 May 2014,Mon,morning,20,May
57,  12pm 20 May 2014,Mon,afternoon,20,May
56,  1pm 20 May 2014,Mon,afternoon,20,May
51,  2pm 20 May 2014,Mon,afternoon,20,May
51,  3pm 20 May 2014,Mon,afternoon,20,May
52,  4pm 20 May 2014,Mon,afternoon,20,May
55,  5pm 20 May 2014,Mon,afternoon,20,May
54,  6pm 20 May 2014,Mon,afternoon,20,May
50,  7pm 20 May 2014,Mon,evening,20,May
45,  8pm 20 May 2014,Mon,evening,20,May
40,  9pm 20 May 2014,Mon,evening,20,May
46,  10pm 20 May 2014,Mon,evening,20,May
52,  11pm 20 May 2014,Mon,evening,20,May
55,  12am 21 May 2014,Tues,night,21,May
58,  1am 21 May 2014,Tues,night,21,May
0,  2am 21 May 2014,Tues,night,21,May
63,  3am 21 May 2014,Tues,night,21,May
63,  4am 21 May 2014,Tues,night,21,May
63,  5am 21 May 2014,Tues,night,21,May
63,  6am 21 May 2014,Tues,morning,21,May
64,  7am 21 May 2014,Tues,morning,21,May
67,  8am 21 May 2014,Tues,morning,21,May
69,  9am 21 May 2014,Tues,morning,21,May
70,  10am 21 May 2014,Tues,morning,21,May
68,  11am 21 May 2014,Tues,morning,21,May
66,  12pm 21 May 2014,Tues,afternoon,21,May
63,  1pm 21 May 2014,Tues,afternoon,21,May
62,  2pm 21 May 2014,Tues,afternoon,21,May
